Date,Geography,Labour force characteristics,Sex,Age group,UOM,Scalar Factor,Value
2019-06,Ontario,Part-time employment ,Both sexes,15 to 24 years,Persons,thousands,508.1
2019-07,Ontario,Part-time employment ,Both sexes,15 to 24 years,Persons,thousands,491.7
2019-08,Ontario,Part-time employment ,Both sexes,15 to 24 years,Persons,thousands,507.2
2019-09,Ontario,Part-time employment ,Both sexes,15 to 24 years,Persons,thousands,511.7
2019-10,Ontario,Part-time employment ,Both sexes,15 to 24 years,Persons,thousands,514.6
2019-11,Ontario,Part-time employment ,Both sexes,15 to 24 years,Persons,thousands,505.1
2019-12,Ontario,Part-time employment ,Both sexes,15 to 24 years,Persons,thousands,493.2
2020-01,Ontario,Part-time employment ,Both sexes,15 to 24 years,Persons,thousands,485.5
2020-02,Ontario,Part-time employment ,Both sexes,15 to 24 years,Persons,thousands,494.5
2020-03,Ontario,Part-time employment ,Both sexes,15 to 24 years,Persons,thousands,365.1
2020-04,Ontario,Part-time employment ,Both sexes,15 to 24 years,Persons,thousands,275.5
2020-05,Ontario,Part-time employment ,Both sexes,15 to 24 years,Persons,thousands,265.4
2020-06,Ontario,Part-time employment ,Both sexes,15 to 24 years,Persons,thousands,325.1
2020-07,Ontario,Part-time employment ,Both sexes,15 to 24 years,Persons,thousands,392.3
2020-08,Ontario,Part-time employment ,Both sexes,15 to 24 years,Persons,thousands,408.4
2020-09,Ontario,Part-time employment ,Both sexes,15 to 24 years,Persons,thousands,442.2
2020-10,Ontario,Part-time employment ,Both sexes,15 to 24 years,Persons,thousands,430.7
2020-11,Ontario,Part-time employment ,Both sexes,15 to 24 years,Persons,thousands,426.1
2020-12,Ontario,Part-time employment ,Both sexes,15 to 24 years,Persons,thousands,440.8
2021-01,Ontario,Part-time employment ,Both sexes,15 to 24 years,Persons,thousands,344.3
2021-02,Ontario,Part-time employment ,Both sexes,15 to 24 years,Persons,thousands,383.8
2021-03,Ontario,Part-time employment ,Both sexes,15 to 24 years,Persons,thousands,435.5
2021-04,Ontario,Part-time employment ,Both sexes,15 to 24 years,Persons,thousands,410.3
2021-05,Ontario,Part-time employment ,Both sexes,15 to 24 years,Persons,thousands,393.0
2021-06,Ontario,Part-time employment ,Both sexes,15 to 24 years,Persons,thousands,453.4
2021-07,Ontario,Part-time employment ,Both sexes,15 to 24 years,Persons,thousands,497.1
2021-08,Ontario,Part-time employment ,Both sexes,15 to 24 years,Persons,thousands,510.0
2021-09,Ontario,Part-time employment ,Both sexes,15 to 24 years,Persons,thousands,487.0
2021-10,Ontario,Part-time employment ,Both sexes,15 to 24 years,Persons,thousands,506.6
2021-11,Ontario,Part-time employment ,Both sexes,15 to 24 years,Persons,thousands,503.0
2021-12,Ontario,Part-time employment ,Both sexes,15 to 24 years,Persons,thousands,506.4
2017-01,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,166.9
2017-02,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,149.6
2017-03,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,155.1
2017-04,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,131.2
2017-05,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,145.6
2017-06,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,137.0
2017-07,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,127.2
2017-08,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,116.9
2017-09,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,116.5
2017-10,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,120.7
2017-11,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,129.7
2017-12,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,129.6
2018-01,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,129.9
2018-02,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,132.6
2018-03,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,129.3
2018-04,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,130.9
2018-05,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,134.8
2018-06,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,143.2
2018-07,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,124.3
2018-08,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,125.9
2018-09,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,134.8
2018-10,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,134.8
2018-11,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,133.8
2018-12,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,125.5
2019-01,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,139.0
2019-02,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,137.9
2019-03,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,141.4
2019-04,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,138.4
2019-05,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,131.4
2019-06,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,135.1
2019-07,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,146.9
2019-08,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,141.2
2019-09,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,142.3
2019-10,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,140.4
2019-11,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,142.2
2019-12,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,133.5
2020-01,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,116.4
2020-02,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,129.7
2020-03,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,161.1
2020-04,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,215.5
2020-05,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,278.6
2020-06,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,287.8
2020-07,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,315.1
2020-08,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,308.6
2020-09,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,264.1
2020-10,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,262.2
2020-11,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,237.6
2020-12,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,260.4
2021-01,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,234.4
2021-02,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,236.9
2021-03,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,170.8
2021-04,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,216.4
2021-05,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,214.8
2021-06,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,174.4
2021-07,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,169.4
2021-08,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,168.2
2021-09,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,144.3
2021-10,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,119.2
2021-11,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,133.2
2021-12,Ontario,Unemployment,Both sexes,15 to 24 years,Persons,thousands,127.9
2017-01,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,15.0
2017-02,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,13.6
2017-03,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,14.2
2017-04,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,12.2
2017-05,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,13.1
2017-06,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,12.5
2017-07,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,11.6
2017-08,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,10.7
2017-09,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,10.6
2017-10,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,10.7
2017-11,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,11.3
2017-12,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,11.3
2018-01,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,11.6
2018-02,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,11.9
2018-03,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,11.3
2018-04,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,11.6
2018-05,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,12.0
2018-06,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,12.5
2018-07,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,11.0
2018-08,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,11.3
2018-09,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,11.8
2018-10,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,12.1
2018-11,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,12.0
2018-12,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,11.3
2019-01,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,12.2
2019-02,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,11.9
2019-03,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,12.4
2019-04,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,11.8
2019-05,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,11.4
2019-06,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,11.7
2019-07,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,12.8
2019-08,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,12.2
2019-09,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,12.3
2019-10,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,12.2
2019-11,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,12.4
2019-12,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,11.6
2020-01,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,10.2
2020-02,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,11.3
2020-03,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,15.8
2020-04,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,23.9
2020-05,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,29.5
2020-06,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,27.9
2020-07,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,28.0
2020-08,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,27.1
2020-09,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,22.4
2020-10,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,22.1
2020-11,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,20.4
2020-12,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,21.8
2021-01,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,21.6
2021-02,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,21.3
2021-03,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,15.5
2021-04,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,20.1
2021-05,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,20.3
2021-06,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,15.9
2021-07,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,14.9
2021-08,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,14.5
2021-09,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,12.4
2021-10,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,10.4
2021-11,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,11.6
2021-12,Ontario,Unemployment rate,Both sexes,15 to 24 years,Percentage,units,11.0
2017-01,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,62.0
2017-02,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,61.3
2017-03,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,60.9
2017-04,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,59.6
2017-05,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,61.5
2017-06,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,60.7
2017-07,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,60.7
2017-08,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,60.3
2017-09,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,60.7
2017-10,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,62.1
2017-11,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,62.9
2017-12,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,62.6
2018-01,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,61.1
2018-02,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,61.0
2018-03,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,62.5
2018-04,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,61.1
2018-05,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,60.9
2018-06,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,62.0
2018-07,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,61.3
2018-08,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,60.2
2018-09,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,61.4
2018-10,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,59.8
2018-11,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,60.0
2018-12,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,59.7
2019-01,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,61.2
2019-02,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,62.1
2019-03,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,61.3
2019-04,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,62.6
2019-05,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,61.8
2019-06,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,61.5
2019-07,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,61.1
2019-08,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,61.9
2019-09,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,61.6
2019-10,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,61.2
2019-11,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,61.3
2019-12,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,61.2
2020-01,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,60.8
2020-02,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,61.4
2020-03,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,54.4
2020-04,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,48.1
2020-05,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,50.5
2020-06,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,55.2
2020-07,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,60.2
2020-08,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,60.9
2020-09,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,63.0
2020-10,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,63.3
2020-11,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,62.4
2020-12,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,64.1
2021-01,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,58.0
2021-02,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,59.7
2021-03,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,59.3
2021-04,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,57.9
2021-05,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,57.1
2021-06,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,59.3
2021-07,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,61.3
2021-08,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,62.6
2021-09,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,62.6
2021-10,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,62.1
2021-11,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,62.2
2021-12,Ontario,Participation rate,Both sexes,15 to 24 years,Percentage,units,62.8
2017-01,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,52.7
2017-02,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,53.0
2017-03,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,52.3
2017-04,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,52.3
2017-05,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,53.5
2017-06,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,53.1
2017-07,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,53.7
2017-08,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,53.9
2017-09,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,54.3
2017-10,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,55.5
2017-11,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,55.8
2017-12,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,55.5
2018-01,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,54.0
2018-02,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,53.7
2018-03,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,55.5
2018-04,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,54.0
2018-05,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,53.6
2018-06,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,54.2
2018-07,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,54.5
2018-08,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,53.4
2018-09,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,54.1
2018-10,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,52.5
2018-11,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,52.8
2018-12,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,53.0
2019-01,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,53.7
2019-02,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,54.7
2019-03,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,53.7
2019-04,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,55.2
2019-05,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,54.8
2019-06,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,54.3
2019-07,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,53.3
2019-08,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,54.4
2019-09,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,54.0
2019-10,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,53.8
2019-11,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,53.8
2019-12,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,54.0
2020-01,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,54.6
2020-02,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,54.5
2020-03,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,45.7
2020-04,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,36.6
2020-05,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,35.6
2020-06,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,39.8
2020-07,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,43.4
2020-08,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,44.4
2020-09,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,48.9
2020-10,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,49.3
2020-11,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,49.7
2020-12,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,50.1
2021-01,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,45.5
2021-02,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,47.0
2021-03,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,50.2
2021-04,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,46.3
2021-05,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,45.5
2021-06,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,49.9
2021-07,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,52.2
2021-08,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,53.6
2021-09,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,54.9
2021-10,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,55.7
2021-11,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,55.0
2021-12,Ontario,Employment rate,Both sexes,15 to 24 years,Percentage,units,55.9
2017-01,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5653.8
2017-02,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5654.0
2017-03,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5655.7
2017-04,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5657.7
2017-05,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5660.2
2017-06,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5662.9
2017-07,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5666.9
2017-08,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5671.4
2017-09,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5674.3
2017-10,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5677.3
2017-11,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5680.5
2017-12,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5683.9
2018-01,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5689.3
2018-02,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5692.9
2018-03,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5697.8
2018-04,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5704.0
2018-05,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5708.9
2018-06,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5714.8
2018-07,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5722.8
2018-08,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5728.2
2018-09,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5733.2
2018-10,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5738.3
2018-11,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5743.2
2018-12,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5747.7
2019-01,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5752.2
2019-02,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5755.3
2019-03,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5760.6
2019-04,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5767.9
2019-05,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5774.9
2019-06,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5783.0
2019-07,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5793.0
2019-08,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5800.4
2019-09,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5809.9
2019-10,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5817.0
2019-11,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5822.7
2019-12,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5826.8
2020-01,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5830.3
2020-02,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5835.1
2020-03,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5840.3
2020-04,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5841.1
2020-05,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5841.5
2020-06,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5844.7
2020-07,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5848.0
2020-08,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5849.4
2020-09,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5852.0
2020-10,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5854.5
2020-11,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5856.9
2020-12,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5857.8
2021-01,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5857.3
2021-02,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5862.2
2021-03,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5866.0
2021-04,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5870.3
2021-05,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5872.2
2021-06,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5874.2
2021-07,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5882.4
2021-08,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5890.7
2021-09,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5898.0
2021-10,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5907.7
2021-11,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5917.1
2021-12,Ontario,Population,Both sexes,25 to 54 years,Persons,thousands,5929.1
2017-01,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,4857.0
2017-02,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,4856.4
2017-03,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,4872.3
2017-04,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,4832.6
